ReturnsForAgent
-31.151042896759492
-23.129904428110354
-29.598269920560018
-28.440800897240813
-32.55942815115639
-30.787498522245077
-35.06187886262867
-46.59318388333343
-32.07328914396733
-38.406910920128176
-31.344398633751045
-38.02556291138982
-36.724129838599005
-33.591630914173265
-23.171156620772248
-26.952389172931074
-25.434713362616975
-27.514937246836755
-23.577243688528952
-25.461486233473256
-20.138931471773482
-24.16846836923793
-24.82970618040898
-21.421496238068723
-27.057891703037217
-30.143963350976687
-28.197007685622165
-29.55429786782044
-28.998720718605327
-25.437512543233375
-25.6215082885294
-29.589832903949727
-30.625789310508342
-24.55764213366207
-29.13810547695278
-28.756512079213852
-25.6733869104988
-30.325904431338962
-32.555383070389915
32.65085509133786
-25.213255003239116
-20.031859970147828
-28.60448032274702
-29.355296947414246
-25.747781983380197
-22.84510557638705
-23.26401595701926
-81.68146898518668
-19.15989715987923
-23.279952342808887
-74.19376329848436
-25.256412379065655
-28.77082512301869
-75.27483368346299
-28.79348692897163
-74.32381064516406
-24.59846999502666
-22.049694319047035
-78.66270024919825
-27.63998981274454
