ReturnsForAgent
-111.48743472528663
-124.61896460865779
-120.5582021515274
-143.47752977944393
-123.35617513270618
-148.29753686525368
-120.28655304064421
-136.3412530129641
-126.71316917288269
-116.94458268680354
