ReturnsForAgent
-109.34796530089271
-111.34776114185739
-126.5888191365004
-184.40502442315977
-339.23380926092324
-154.56180933690794
-126.89478756268451
-244.2566623081696
-39.17392919718005
-23.13699218273159
-39.430503787821664
-178.0268222805792
-156.73347225662997
-344.3630192821814
-130.5089990834657
-134.91694153475584
-105.95041915147901
-155.29093925426403
-33.25741228748873
-246.1461538265459
-129.89566860323063
-74.26000553733287
-114.21216869746603
-50.89973905542992
-139.80549897538685
-82.33715535735114
-283.70767838793944
-58.665349889025435
-30.13942237668227
-212.01856075388866
-142.1447871068583
-62.06933864070719
-160.12410943201147
-77.20699246210266
-211.01961473506228
-52.189089291361626
-96.33480301555103
-317.4923241864778
-60.86725431037298
-39.39735353945518
-175.20297889774614
-49.99402625257893
-177.45898574938167
-32.969022779627764
-195.04315216360092
-236.35946410995928
-56.42155901076647
-76.16290766891318
-171.4590808757878
-115.43350816117695
-58.21201809842074
-198.56835220176094
-264.84530850244334
-265.7088609322129
-21.25001129711031
-371.44364942526227
-321.2250022263395
-156.81184899474897
-405.8480873323534
-85.96757795902639
-208.38008831464322
-327.03051045925906
-208.13401037590293
-120.26026296142304
-72.70867568363123
-596.078580557256
-294.7105581871998
-205.63797020096436
-203.7281457454859
-317.72813387557306
-252.84565228827486
-332.59221809771134
-165.64949312943568
-401.24700853772003
-175.5794207219886
-506.3112494080819
-291.2699966246213
-270.1310058078529
-489.91446310914245
-472.5235136353985
-323.49622989078676
-246.24458884047942
-230.0828006840721
-610.692871062279
-293.9795551808613
-168.45344637844326
-394.24272541882425
-133.1432385825422
-650.4761596855454
-101.01402054448657
-323.46074023287747
-522.7595362749865
-236.67778414284606
-335.9268063579865
-434.93444791416186
-126.6081278460914
-135.6462248625643
-226.55909560239968
-315.1544422153019
-227.05405068929576
-83.37766259874348
-183.96724422069218
-60.15065500733237
-412.134179168827
-283.6379861847745
-331.57893260110336
-344.7071112785137
-130.41943395894236
-328.8863124693611
-209.24930953993942
-77.29968904562101
-497.2457874316056
-314.58927956918075
-120.35860100030868
-50.124082340921156
-456.97323888904
-344.3621721615358
-649.9704804857013
-325.45931372780825
-282.10658678229225
-474.9165198216772
-47.70084260751487
-303.7130513146705
-183.7300399759713
-216.93118992831245
-296.2642114627707
-82.3370187419574
-174.40445220065058
-410.17474055574667
-145.5120326030147
-425.870975847975
-207.97137507150055
-213.2509526646412
-348.4002364612152
-315.8498268049313
-681.0599471440768
-453.8482628299887
-226.17725491410852
-294.8620262745326
-346.7199942254909
-849.9181271390494
-778.6693263723492
-595.4221571471658
-714.6036308331494
-256.49599664002073
-1045.425547274201
-900.2265804745316
-308.59931598299187
-617.6273578353056
-204.4749120149574
-635.9067888565169
-713.3643202632115
-492.6818107597123
-631.495238858904
-702.735845198957
-1167.1885116688427
-214.13229803703985
-381.5512021674125
-139.28949199500212
-481.26030461786786
-299.076832359158
-800.4772464857559
-958.5453068629513
-984.8322645481459
-1036.5714596776183
-172.79181880657916
-652.7883061796535
-352.0396202806561
-496.90238335601686
-428.92456155168884
-951.0564608432217
-547.0906231291173
-405.433336208288
-946.4759424796205
-954.7174928984606
-370.0097543068925
-204.90715875427549
-534.309789372202
-591.5841808208131
-378.24721375877283
-451.6816703673893
-33.38485212250114
-256.7506373756918
-253.1054436387757
-169.3479310019169
-267.6632992485588
-58.373257549050905
-148.94011122610863
-294.7307409345121
-108.4244830582991
-162.2475627525205
-526.8513003652689
-159.50113220349687
-51.05194788093486
-128.28583498045245
-104.75967747235259
-136.6495792303289
-71.35838464202493
-146.72629683788068
-79.94927636019213
-133.28102798820183
-75.15166366700687
-79.62722030739639
-128.82715717563661
-54.077679285617876
-91.57704062691982
-129.16762774879254
-24.117051111428065
-13.596727196547779
-24.42871312196705
-97.5593482057448
-118.60056419111075
-135.10147398797287
-37.86785639577688
-45.1112183709022
-33.38303013925969
-43.12940186800016
-46.947441585629555
-168.26072565944725
-35.54020548356407
-42.123542917508345
-43.56018269849776
-32.08127359930362
-31.45556710481094
-30.154932813895527
-78.95594535995858
-32.13369628948099
-20.27384575422901
-17.447075748065316
-36.21864004512589
-131.1402677784934
-65.78716501646784
-8.548928650077082
-13.062885569652263
-8.509406271598634
-18.669269518707505
-22.225028920367045
-14.875666966454995
-37.16507514904343
-18.20778879727321
-3.380543590151382
-10.347405744889603
-11.06674694785712
-15.742498713305508
-17.077632005453058
-10.549314389834548
-3.3002795583670745
-6.6222165522007765
-3.9895688020049476
-11.183382576706192
-20.182673983987478
-9.750712347837464
-4.373208550923886
-34.79577057667193
-9.764274950762582
-3.696612849970119
-7.790844082038007
-29.898110391652896
-24.395427778145702
-43.23918371695286
-44.95844377506383
-3.4773464929720768
-2.2921583088128483
-4.1330763473461785
-7.510092943777851
-99.08679099293826
-38.69768682742078
-16.98820479314474
-7.76393032488703
-1.2370477831842026
-4.196945310366019
-54.66915322530157
-48.76304720587286
-196.58851380073304
-18.64294107961514
-41.99157059646473
-2.1011334086643036
-4.181745869797361
-5.454704458494573
-8.45360665080674
-9.244481955285897
-17.665980270177858
-3.459923317614048
-33.85845975590584
-9.121365665484564
-6.202575840238131
-14.707500387395918
-2.973338292628269
-25.930401573800385
-8.842474835950874
-191.5686493261851
-23.716763086463676
-104.24530804771588
-53.89525943613661
-16.33616677798193
-62.87754658888019
-29.76473637476155
-29.83338516039645
-11.625050091510012
-19.154340561373203
-23.453295323643914
-4.981430532125273
-4.884696057420719
-27.44817452537296
-7.688802410516374
-17.774342614094973
-43.93052985229344
-1.3565743088728164
-11.04450692725516
-6.58699361532034
-29.38594981815756
-68.82941722410355
-23.312425648877706
-17.269809965281652
-2.3299871675794264
-8.254215850273004
-10.756692303656411
-15.166701821554666
-2.173999939256301
-44.024724008670425
-32.48369448336026
-39.88239454692551
-19.02754326437126
-17.738935840097263
-40.45699440662937
-13.962912907108723
-5.494824986347519
-94.03344641815175
-23.981860665365396
-12.820646362599513
-3.674197057514341
-6.112571004856986
-18.360877799974688
-6.366048847874498
-17.11120069078232
-4.457010689755123
